time,location,lat,lon,aqi,pm2_5,pm10,no2,o3,so2,nh3,temp,humidity,wind
2025-11-04 03:36:19.876262,Connaught Place,28.6315,77.2167,206,206,135,3.6,3.8,3.3,0,23.06,60,1.03
2025-11-04 03:36:20.576598,Karol Bagh,28.6517,77.1907,206,206,135,3.6,3.8,3.3,0,22.97,60,1.03
2025-11-04 03:36:21.273249,Chandni Chowk,28.6562,77.23,206,206,135,3.6,3.8,3.3,0,23.01,60,1.03
2025-11-04 03:36:21.972169,Dwarka,28.5921,77.046,206,205,206,66.4,1.4,10.2,0,23.1,60,1.03
2025-11-04 03:36:22.686650,Saket,28.5245,77.2066,152,152,89,9.5,0.9,2.7,0,22.98,60,1.03
2025-11-04 03:36:23.388871,Rohini,28.736,77.12,246,246,198,8.4,5.6,1.3,0,23.06,60,1.03
2025-11-04 03:36:24.084205,Lajpat Nagar,28.5672,77.2433,306,306,298,32.8,2.8,14.8,0,23.08,60,1.03
2025-11-04 03:36:24.828868,Mayur Vihar,28.6034,77.29,240,240,228,57.7,2.9,2.1,0,23.14,60,1.03
2025-11-04 03:36:25.530534,Vasant Kunj,28.527,77.15,152,152,89,9.5,0.9,2.7,0,22.72,60,1.03
2025-11-04 03:36:26.236204,Delhi University,28.6863,77.209,270,270,265,41.3,1.8,10.1,0,23.07,60,1.03
2025-11-04 04:12:25.029349,Connaught Place,28.6315,77.2167,206,206,135,3.6,3.8,3.3,0,26.65,21,3.27
2025-11-04 04:12:25.638864,Karol Bagh,28.6517,77.1907,206,206,135,3.6,3.8,3.3,0,26.66,21,3.27
2025-11-04 04:12:26.243236,Chandni Chowk,28.6562,77.23,206,206,135,3.6,3.8,3.3,0,26.65,21,3.27
2025-11-04 04:12:26.848733,Dwarka,28.5921,77.046,206,205,206,66.4,1.4,10.2,0,26.4,23,3.41
2025-11-04 04:12:27.453653,Saket,28.5245,77.2066,158,158,112,11.7,0.9,2.9,0,25.82,24,3.26
2025-11-04 04:12:28.059301,Rohini,28.736,77.12,285,255,285,24.3,5.8,1.5,0,27.18,20,3.31
2025-11-04 04:12:28.668968,Lajpat Nagar,28.5672,77.2433,306,306,298,32.8,2.8,14.8,0,26.17,23,3.31
2025-11-04 04:12:29.282854,Mayur Vihar,28.6034,77.29,240,240,228,57.7,2.9,2.1,0,26.56,22,3.32
2025-11-04 04:12:29.883506,Vasant Kunj,28.527,77.15,158,158,112,11.7,0.9,2.9,0,25.59,24,3.25
2025-11-04 04:12:30.493001,Delhi University,28.6863,77.209,270,270,265,41.3,1.8,10.1,0,26.84,21,3.26
2025-11-04 05:10:38.694830,Connaught Place,28.6315,77.2167,238,238,174,10.1,3.9,6,0,26.06,41,2.06
2025-11-04 05:10:39.249553,Karol Bagh,28.6517,77.1907,238,238,174,10.1,3.9,6,0,25.97,41,2.06
2025-11-04 05:10:39.809716,Chandni Chowk,28.6562,77.23,238,238,174,10.1,3.9,6,0,26.01,41,2.06
2025-11-04 05:10:40.430229,Dwarka,28.5921,77.046,450,197,450,58.5,3.4,7.2,0,26.1,41,2.06
2025-11-04 05:10:40.976644,Saket,28.5245,77.2066,197,182,197,17.5,12.2,3,0,25.98,41,2.06
2025-11-04 05:10:41.521702,Rohini,28.736,77.12,352,268,352,29.5,6.1,2.1,0,26.06,41,2.06
2025-11-04 05:10:42.076181,Lajpat Nagar,28.5672,77.2433,373,305,373,38.2,10.6,14.3,0,26.08,41,2.06
2025-11-04 05:10:42.676039,Mayur Vihar,28.6034,77.29,300,256,300,48.2,4.3,1.9,0,26.14,41,2.06
2025-11-04 05:10:43.349318,Vasant Kunj,28.527,77.15,197,182,197,17.5,12.2,3,0,25.72,41,2.06
2025-11-04 05:10:43.910392,Delhi University,28.6863,77.209,279,253,279,50.6,3.9,11.5,0,26.07,41,2.06
2025-11-04 06:15:28.470276,Connaught Place,28.6315,77.2167,199,199,176,14.5,12.3,15.3,0,28.07,34,2.06
2025-11-04 06:15:29.129412,Karol Bagh,28.6517,77.1907,199,199,176,14.5,12.3,15.3,0,27.97,34,2.06
2025-11-04 06:15:29.779726,Chandni Chowk,28.6562,77.23,252,252,194,28.8,3.7,14.8,0,28.01,34,2.06
2025-11-04 06:15:30.431041,Dwarka,28.5921,77.046,192,184,192,45.7,13.2,7.3,0,28.1,34,2.06
2025-11-04 06:15:31.092952,Saket,28.5245,77.2066,183,183,169,9.1,21,2.7,0,27.98,34,2.06
2025-11-04 06:15:31.737900,Rohini,28.736,77.12,256,225,256,16.8,13.2,1.5,0,28.06,34,2.06
2025-11-04 06:15:32.386158,Lajpat Nagar,28.5672,77.2433,241,241,209,25.2,34.6,9.8,0,28.08,34,2.06
2025-11-04 06:15:33.045666,Mayur Vihar,28.6034,77.29,192,192,168,26.9,17.6,0.9,0,28.14,34,2.06
2025-11-04 06:15:33.710932,Vasant Kunj,28.527,77.15,183,183,169,9.1,21,2.7,0,27.72,34,2.06
2025-11-04 06:15:34.396630,Delhi University,28.6863,77.209,207,207,186,36,16.2,8.5,0,28.07,34,2.06
2025-11-04 07:10:27.675775,Connaught Place,28.6315,77.2167,175,175,149,8.2,20.3,12,0,28.06,32,2.57
2025-11-04 07:10:28.328617,Karol Bagh,28.6517,77.1907,175,175,149,8.2,20.3,12,0,27.97,32,2.57
2025-11-04 07:10:28.938184,Chandni Chowk,28.6562,77.23,198,198,154,19.5,4,14.3,0,28.01,32,2.57
2025-11-04 07:10:29.541961,Dwarka,28.5921,77.046,177,177,174,39.4,24.4,7.3,0,28.1,32,2.57
2025-11-04 07:10:30.160080,Saket,28.5245,77.2066,168,168,133,7.9,26.9,2.6,0,27.98,32,2.57
2025-11-04 07:10:30.794811,Rohini,28.736,77.12,178,178,163,9.6,36.3,1.2,0,28.06,32,2.57
2025-11-04 07:10:31.405280,Lajpat Nagar,28.5672,77.2433,183,183,153,20.1,59.3,8.9,0,28.08,32,2.57
2025-11-04 07:10:32.026660,Mayur Vihar,28.6034,77.29,200,200,180,27.8,35.1,0.7,0,28.14,32,2.57
2025-11-04 07:10:32.651730,Vasant Kunj,28.527,77.15,168,168,133,7.9,26.9,2.6,0,27.72,32,2.57
2025-11-04 07:10:33.335189,Delhi University,28.6863,77.209,181,181,149,15.7,32.2,5.6,0,28.07,32,2.57
2025-11-04 08:14:24.895182,Connaught Place,28.6315,77.2167,179,174,179,11.7,28.6,3.2,0,30.06,30,2.57
2025-11-04 08:14:25.609726,Karol Bagh,28.6517,77.1907,179,174,179,11.7,28.6,3.2,0,29.97,30,2.57
2025-11-04 08:14:26.305321,Chandni Chowk,28.6562,77.23,194,194,169,16,4.9,7.3,0,30.01,30,2.57
2025-11-04 08:14:27.000481,Dwarka,28.5921,77.046,168,168,124,47,42.8,6.6,0,30.1,30,2.57
2025-11-04 08:14:27.685871,Saket,28.5245,77.2066,158,158,117,9.7,34.7,1.8,0,29.98,30,2.57
2025-11-04 08:14:28.390827,Rohini,28.736,77.12,177,171,177,7.8,56,1,0,30.06,30,2.57
2025-11-04 08:14:29.074265,Lajpat Nagar,28.5672,77.2433,199,199,169,16.9,66.2,7.4,0,30.08,30,2.57
2025-11-04 08:14:29.769529,Mayur Vihar,28.6034,77.29,246,232,246,22.9,49.8,0.5,0,30.14,30,2.57
2025-11-04 08:14:30.498121,Vasant Kunj,28.527,77.15,158,158,117,9.7,34.7,1.8,0,29.72,30,2.57
2025-11-04 08:14:31.182696,Delhi University,28.6863,77.209,167,167,122,15.8,38.9,5.3,0,30.07,30,2.57
2025-11-04 09:12:28.687696,Connaught Place,28.6315,77.2167,200,200,127,9.6,35,1.6,0,31.06,33,2.06
2025-11-04 09:12:29.195113,Karol Bagh,28.6517,77.1907,200,200,127,9.6,35,1.6,0,30.97,33,2.06
2025-11-04 09:12:29.705184,Chandni Chowk,28.6562,77.23,172,172,109,18.1,12.8,6,0,31.01,33,2.06
2025-11-04 09:12:30.249381,Dwarka,28.5921,77.046,175,175,168,43.1,65.9,5.9,0,31.1,33,2.06
2025-11-04 09:12:30.755925,Saket,28.5245,77.2066,160,160,113,6.4,37.3,1.7,0,30.98,33,2.06
2025-11-04 09:12:31.267796,Rohini,28.736,77.12,196,167,196,7.1,81.1,0.9,0,31.06,33,2.06
2025-11-04 09:12:31.788318,Lajpat Nagar,28.5672,77.2433,178,178,129,15.2,68.5,5.4,0,31.08,33,2.06
2025-11-04 09:12:32.302089,Mayur Vihar,28.6034,77.29,194,194,179,15.7,43.9,1.1,0,31.14,33,2.06
2025-11-04 09:12:32.819189,Vasant Kunj,28.527,77.15,160,160,113,6.4,37.3,1.7,0,30.72,33,2.06
2025-11-04 09:12:33.332118,Delhi University,28.6863,77.209,163,163,120,13.9,48.4,5.6,0,31.07,33,2.06
2025-11-04 10:12:03.270940,Connaught Place,28.6315,77.2167,151,151,106,9.5,27.1,10.6,0,30.06,32,3.09
2025-11-04 10:12:03.787872,Karol Bagh,28.6517,77.1907,151,151,106,9.5,27.1,10.6,0,29.97,32,3.09
2025-11-04 10:12:04.295029,Chandni Chowk,28.6562,77.23,160,160,94,13.3,19,5.8,0,30.01,32,3.09
2025-11-04 10:12:04.796995,Dwarka,28.5921,77.046,178,178,164,39.8,42.6,5.8,0,30.1,32,3.09
2025-11-04 10:12:05.304872,Saket,28.5245,77.2066,154,154,102,8.5,29.7,1.8,0,29.98,32,3.09
2025-11-04 10:12:05.823279,Rohini,28.736,77.12,164,164,131,7.4,79.9,0.9,0,30.06,32,3.09
2025-11-04 10:12:06.329714,Lajpat Nagar,28.5672,77.2433,158,158,107,17.4,60.5,4.6,0,30.08,32,3.09
2025-11-04 10:12:06.839340,Mayur Vihar,28.6034,77.29,168,168,131,13.2,48.4,1.3,0,30.14,32,3.09
2025-11-04 10:12:07.349388,Vasant Kunj,28.527,77.15,154,154,102,8.5,29.7,1.8,0,29.72,32,3.09
2025-11-04 10:12:07.865341,Delhi University,28.6863,77.209,167,167,123,12.1,47.4,8.7,0,30.07,32,3.09
2025-11-04 11:08:55.281663,Connaught Place,28.6315,77.2167,94,66,94,8.1,24.6,9.8,0,29.06,34,3.09
2025-11-04 11:08:56.034921,Karol Bagh,28.6517,77.1907,94,66,94,8.1,24.6,9.8,0,28.97,34,3.09
2025-11-04 11:08:57.044043,Chandni Chowk,28.6562,77.23,157,157,90,12.7,18.6,5.7,0,29.01,34,3.09
2025-11-04 11:08:57.772563,Dwarka,28.5921,77.046,158,158,142,19.6,44.4,5,0,29.1,34,3.09
2025-11-04 11:08:58.458934,Saket,28.5245,77.2066,128,128,86,9.5,27.2,1.6,0,28.98,34,3.09
2025-11-04 11:08:59.131190,Rohini,28.736,77.12,200,165,200,7.9,63.9,0.8,0,29.06,34,3.09
2025-11-04 11:08:59.873641,Lajpat Nagar,28.5672,77.2433,157,157,100,18.5,49.9,4.2,0,29.08,34,3.09
2025-11-04 11:09:00.580365,Mayur Vihar,28.6034,77.29,168,168,135,14.4,43.6,0.8,0,29.14,34,3.09
2025-11-04 11:09:01.319629,Vasant Kunj,28.527,77.15,128,128,86,9.5,27.2,1.6,0,28.72,34,3.09
2025-11-04 11:09:02.069306,Delhi University,28.6863,77.209,160,160,113,10,37.8,7.8,0,29.07,34,3.09
2025-11-04 12:20:23.135195,Connaught Place,28.6315,77.2167,174,174,90,10.4,23.6,9.8,0,28.06,42,2.57
2025-11-04 12:20:23.754062,Karol Bagh,28.6517,77.1907,174,174,90,10.4,23.6,9.8,0,27.97,42,2.57
2025-11-04 12:20:24.362773,Chandni Chowk,28.6562,77.23,152,152,84,20.4,11.3,6.4,0,28.01,42,2.57
2025-11-04 12:20:24.963655,Dwarka,28.5921,77.046,152,152,116,26.4,39.5,4.6,0,28.1,42,2.57
2025-11-04 12:20:25.594544,Saket,28.5245,77.2066,122,122,82,11,17.6,1.8,0,27.98,42,2.57
2025-11-04 12:20:26.196929,Rohini,28.736,77.12,559,163,559,6.6,43.6,0.6,0,28.06,42,2.57
2025-11-04 12:20:26.808801,Lajpat Nagar,28.5672,77.2433,152,152,90,24.1,34.3,2.9,0,28.08,42,2.57
2025-11-04 12:20:27.410652,Mayur Vihar,28.6034,77.29,157,157,118,17.1,32.1,1.3,0,28.14,42,2.57
2025-11-04 12:20:28.012985,Vasant Kunj,28.527,77.15,122,122,82,11,17.6,1.8,0,27.72,42,2.57
2025-11-04 12:20:28.621602,Delhi University,28.6863,77.209,124,124,85,12.6,32.1,7.2,0,28.07,42,2.57
2025-11-04 13:27:23.058315,Connaught Place,28.6315,77.2167,151,151,84,10.3,11.9,2.6,0,26.06,47,2.06
2025-11-04 13:27:23.616396,Karol Bagh,28.6517,77.1907,151,151,84,10.3,11.9,2.6,0,25.97,47,2.06
2025-11-04 13:27:24.167212,Chandni Chowk,28.6562,77.23,154,154,96,28.2,5.7,6.4,0,26.01,47,2.06
2025-11-04 13:27:24.722823,Dwarka,28.5921,77.046,144,144,114,45.9,16.1,4.6,0,26.1,47,2.06
2025-11-04 13:27:25.270480,Saket,28.5245,77.2066,117,117,79,13.8,2,1.7,0,25.98,47,2.06
2025-11-04 13:27:25.818519,Rohini,28.736,77.12,162,152,162,13,21.9,0.4,0,26.06,47,2.06
2025-11-04 13:27:26.365722,Lajpat Nagar,28.5672,77.2433,124,124,96,35.1,9.2,2.6,0,26.08,47,2.06
2025-11-04 13:27:26.916308,Mayur Vihar,28.6034,77.29,137,137,95,36.1,16.4,0.8,0,26.14,47,2.06
2025-11-04 13:27:27.485282,Vasant Kunj,28.527,77.15,117,117,79,13.8,2,1.7,0,25.72,47,2.06
2025-11-04 13:27:28.054587,Delhi University,28.6863,77.209,152,152,94,19.2,21.3,6.6,0,26.07,47,2.06
2025-11-04 14:10:38.788424,Connaught Place,28.6315,77.2167,97,97,69,8.6,6.7,8.9,0,26.06,47,2.57
2025-11-04 14:10:39.441412,Karol Bagh,28.6517,77.1907,97,97,69,8.6,6.7,8.9,0,25.97,47,2.57
2025-11-04 14:10:40.105549,Chandni Chowk,28.6562,77.23,157,157,107,29,5.6,6.3,0,26.01,47,2.57
2025-11-04 14:10:40.764464,Dwarka,28.5921,77.046,139,139,104,54,6.2,5,0,26.1,47,2.57
2025-11-04 14:10:41.426197,Saket,28.5245,77.2066,124,124,86,11,0.4,2.2,0,25.98,47,2.57
2025-11-04 14:10:42.118255,Rohini,28.736,77.12,156,156,154,17.2,10.4,0.3,0,26.06,47,2.57
2025-11-04 14:10:42.866616,Lajpat Nagar,28.5672,77.2433,164,153,164,37.9,1.9,5.4,0,26.08,47,2.57
2025-11-04 14:10:43.511985,Mayur Vihar,28.6034,77.29,151,151,109,53,3.7,0.4,0,26.14,47,2.57
2025-11-04 14:10:44.161630,Vasant Kunj,28.527,77.15,124,124,86,11,0.4,2.2,0,25.72,47,2.57
2025-11-04 14:10:44.817279,Delhi University,28.6863,77.209,156,156,104,36.9,7.9,7.2,0,26.07,47,2.57
2025-11-04 15:11:08.684631,Connaught Place,28.6315,77.2167,68,68,67,11.3,5.6,9,0,24.06,57,2.57
2025-11-04 15:11:09.336999,Karol Bagh,28.6517,77.1907,68,68,67,11.3,5.6,9,0,23.97,57,2.57
2025-11-04 15:11:10.000627,Chandni Chowk,28.6562,77.23,165,165,124,28.2,7,6.4,0,24.01,57,2.57
2025-11-04 15:11:10.650960,Dwarka,28.5921,77.046,142,142,99,48.5,5.3,4.3,0,24.1,57,2.57
2025-11-04 15:11:11.311833,Saket,28.5245,77.2066,128,128,84,11,0.5,2,0,23.98,57,2.57
2025-11-04 15:11:11.981384,Rohini,28.736,77.12,161,161,144,20.4,5.5,0.4,0,24.06,57,2.57
2025-11-04 15:11:12.630599,Lajpat Nagar,28.5672,77.2433,189,168,189,36.6,2.1,6.1,0,24.08,57,2.57
2025-11-04 15:11:13.286515,Mayur Vihar,28.6034,77.29,154,154,121,45.1,5.3,0.5,0,24.14,57,2.57
2025-11-04 15:11:13.931212,Vasant Kunj,28.527,77.15,128,128,84,11,0.5,2,0,23.72,57,2.57
2025-11-04 15:11:14.658049,Delhi University,28.6863,77.209,165,165,122,31.2,9,7.6,0,24.07,57,2.57
2025-11-04 16:13:32.242493,Connaught Place,28.6315,77.2167,158,158,88,9.8,5.3,6.5,0,23.06,64,2.57
2025-11-04 16:13:32.931318,Karol Bagh,28.6517,77.1907,158,158,88,9.8,5.3,6.5,0,22.97,64,2.57
2025-11-04 16:13:33.640493,Chandni Chowk,28.6562,77.23,180,180,153,38.7,8.1,7.1,0,23.01,64,2.57
2025-11-04 16:13:34.325649,Dwarka,28.5921,77.046,168,168,139,49.1,1.5,4.1,0,23.1,64,2.57
2025-11-04 16:13:35.122519,Saket,28.5245,77.2066,142,142,88,6.5,1.2,2.4,0,22.98,64,2.57
2025-11-04 16:13:35.802584,Rohini,28.736,77.12,165,165,162,16.7,6.1,0.3,0,23.06,64,2.57
2025-11-04 16:13:36.484083,Lajpat Nagar,28.5672,77.2433,174,174,142,31.1,3.8,6,0,23.08,64,2.57
2025-11-04 16:13:37.172582,Mayur Vihar,28.6034,77.29,165,165,121,31.9,8.8,0.5,0,23.14,64,2.57
2025-11-04 16:13:37.856520,Vasant Kunj,28.527,77.15,142,142,88,6.5,1.2,2.4,0,22.72,64,2.57
2025-11-04 16:13:38.554729,Delhi University,28.6863,77.209,167,167,118,42,1.9,7.6,0,23.07,64,2.57
2025-11-04 17:08:14.972439,Connaught Place,28.6315,77.2167,159,159,90,8.1,5.8,10.1,0,23.06,64,2.06
2025-11-04 17:08:15.487788,Karol Bagh,28.6517,77.1907,159,159,90,8.1,5.8,10.1,0,22.97,64,2.06
2025-11-04 17:08:15.993679,Chandni Chowk,28.6562,77.23,190,190,160,33.4,9,6.8,0,23.01,64,2.06
2025-11-04 17:08:16.511990,Dwarka,28.5921,77.046,160,160,118,46.1,1.8,3.4,0,23.1,64,2.06
2025-11-04 17:08:17.025075,Saket,28.5245,77.2066,152,152,98,6.1,0.8,2.2,0,22.98,64,2.06
2025-11-04 17:08:17.548079,Rohini,28.736,77.12,170,170,165,16.9,4.5,0.3,0,23.06,64,2.06
2025-11-04 17:08:18.078213,Lajpat Nagar,28.5672,77.2433,193,193,147,29.5,2.4,5.7,0,23.08,64,2.06
2025-11-04 17:08:18.592119,Mayur Vihar,28.6034,77.29,172,172,117,41.2,2.9,0.6,0,23.14,64,2.06
2025-11-04 17:08:19.107271,Vasant Kunj,28.527,77.15,152,152,98,6.1,0.8,2.2,0,22.72,64,2.06
2025-11-04 17:08:19.654390,Delhi University,28.6863,77.209,174,174,132,37.6,1,7.8,0,23.07,64,2.06
2025-11-04 18:14:40.502578,Connaught Place,28.6315,77.2167,98,98,66,6.2,5.4,15.6,0,22.06,68,0
2025-11-04 18:14:41.022614,Karol Bagh,28.6517,77.1907,98,98,66,6.2,5.4,15.6,0,21.97,68,0
2025-11-04 18:14:41.532850,Chandni Chowk,28.6562,77.23,208,208,147,22.9,9.5,6.8,0,22.01,68,0
2025-11-04 18:14:42.040924,Dwarka,28.5921,77.046,162,162,114,41.6,2,2.4,0,22.1,68,0
2025-11-04 18:14:42.549655,Saket,28.5245,77.2066,156,156,99,8,0.7,2.8,0,21.98,68,0
2025-11-04 18:14:43.054929,Rohini,28.736,77.12,174,174,164,14.5,4.6,0.2,0,22.06,68,0
2025-11-04 18:14:43.562756,Lajpat Nagar,28.5672,77.2433,221,221,165,26.7,2.6,6,0,22.08,68,0
2025-11-04 18:14:44.077404,Mayur Vihar,28.6034,77.29,191,191,160,42,2.1,0.7,0,22.14,68,0
2025-11-04 18:14:44.585673,Vasant Kunj,28.527,77.15,156,156,99,8,0.7,2.8,0,21.72,68,0
2025-11-04 18:14:45.119549,Delhi University,28.6863,77.209,185,185,137,31,1.7,7.9,0,22.07,68,0
2025-11-04 19:08:06.847734,Connaught Place,28.6315,77.2167,171,171,102,5.1,3.6,14,0,22.06,68,1.03
2025-11-04 19:08:07.492250,Karol Bagh,28.6517,77.1907,171,171,102,5.1,3.6,14,0,21.97,68,1.03
2025-11-04 19:08:08.149859,Chandni Chowk,28.6562,77.23,208,208,147,22.9,9.5,6.8,0,22.01,68,1.03
2025-11-04 19:08:08.816937,Dwarka,28.5921,77.046,171,171,124,34.1,2.1,2.1,0,22.1,68,1.03
2025-11-04 19:08:09.484868,Saket,28.5245,77.2066,153,153,91,7,0.5,2.8,0,21.98,68,1.03
2025-11-04 19:08:10.162536,Rohini,28.736,77.12,174,174,129,12.7,4.6,0.2,0,22.06,68,1.03
2025-11-04 19:08:10.838008,Lajpat Nagar,28.5672,77.2433,200,200,132,21,2.9,4.8,0,22.08,68,1.03
2025-11-04 19:08:11.496490,Mayur Vihar,28.6034,77.29,202,202,167,40.8,2.1,0.8,0,22.14,68,1.03
2025-11-04 19:08:12.153379,Vasant Kunj,28.527,77.15,153,153,91,7,0.5,2.8,0,21.72,68,1.03
2025-11-04 19:08:12.809178,Delhi University,28.6863,77.209,183,183,118,31.9,0.8,8.6,0,22.07,68,1.03
2025-11-04 20:11:33.464605,Connaught Place,28.6315,77.2167,176,176,95,4.5,4.2,6.3,0,21.06,78,0
2025-11-04 20:11:34.165128,Karol Bagh,28.6517,77.1907,176,176,95,4.5,4.2,6.3,0,20.97,78,0
2025-11-04 20:11:34.868217,Chandni Chowk,28.6562,77.23,207,207,146,43.6,8.1,8.6,0,21.01,78,0
2025-11-04 20:11:35.574664,Dwarka,28.5921,77.046,162,162,116,32.8,1.9,8.3,0,21.1,78,0
2025-11-04 20:11:36.281387,Saket,28.5245,77.2066,144,144,82,6.6,0.4,3.5,0,20.98,78,0
2025-11-04 20:11:36.980844,Rohini,28.736,77.12,177,177,151,12.8,4.5,1.4,0,21.06,78,0
2025-11-04 20:11:37.681528,Lajpat Nagar,28.5672,77.2433,178,178,113,22.5,2,4.2,0,21.08,78,0
2025-11-04 20:11:38.383386,Mayur Vihar,28.6034,77.29,190,190,136,35.6,2,3.4,0,21.14,78,0
2025-11-04 20:11:39.099826,Vasant Kunj,28.527,77.15,144,144,82,6.6,0.4,3.5,0,20.72,78,0
2025-11-04 20:11:39.797612,Delhi University,28.6863,77.209,184,184,122,28.9,0.8,9.6,0,21.07,78,0
2025-11-04 21:09:43.307074,Connaught Place,28.6315,77.2167,176,176,97,5.2,5.2,8.9,0,21.06,78,1.54
2025-11-04 21:09:44.037671,Karol Bagh,28.6517,77.1907,176,176,97,5.2,5.2,8.9,0,20.97,78,1.54
2025-11-04 21:09:44.739591,Chandni Chowk,28.6562,77.23,197,197,148,53,7.3,8.7,0,21.01,78,1.54
2025-11-04 21:09:45.445436,Dwarka,28.5921,77.046,162,162,100,34.4,1.7,9.5,0,21.1,78,1.54
2025-11-04 21:09:46.167505,Saket,28.5245,77.2066,127,127,79,1.8,0.3,3.9,0,20.98,78,1.54
2025-11-04 21:09:46.865117,Rohini,28.736,77.12,181,181,157,11.5,4.5,1.4,0,21.06,78,1.54
2025-11-04 21:09:47.570159,Lajpat Nagar,28.5672,77.2433,175,175,110,22.9,2.2,4.3,0,21.08,78,1.54
2025-11-04 21:09:48.271552,Mayur Vihar,28.6034,77.29,177,177,108,34.7,2.3,4.3,0,21.14,78,1.54
2025-11-04 21:09:48.974185,Vasant Kunj,28.527,77.15,127,127,79,1.8,0.3,3.9,0,20.72,78,1.54
2025-11-04 21:09:49.672558,Delhi University,28.6863,77.209,183,183,123,26.4,0.7,10.1,0,21.07,78,1.54
2025-11-04 22:09:18.847960,Connaught Place,28.6315,77.2167,115,115,63,5,4.8,14.6,0,21.06,78,1.54
2025-11-04 22:09:19.359501,Karol Bagh,28.6517,77.1907,115,115,63,5,4.8,14.6,0,20.97,78,1.54
2025-11-04 22:09:19.879444,Chandni Chowk,28.6562,77.23,194,194,150,51.7,7.4,8.7,0,21.01,78,1.54
2025-11-04 22:09:20.394458,Dwarka,28.5921,77.046,160,160,98,36.4,1.7,9,0,21.1,78,1.54
2025-11-04 22:09:20.902642,Saket,28.5245,77.2066,126,126,79,1.8,0.5,3.9,0,20.98,78,1.54
2025-11-04 22:09:21.420016,Rohini,28.736,77.12,182,182,138,11.4,4.6,1.2,0,21.06,78,1.54
2025-11-04 22:09:21.929581,Lajpat Nagar,28.5672,77.2433,183,183,112,20.1,2.5,4.3,0,21.08,78,1.54
2025-11-04 22:09:22.438848,Mayur Vihar,28.6034,77.29,181,181,125,31,2.1,4.1,0,21.14,78,1.54
2025-11-04 22:09:22.949112,Vasant Kunj,28.527,77.15,126,126,79,1.8,0.5,3.9,0,20.72,78,1.54
2025-11-04 22:09:23.458857,Delhi University,28.6863,77.209,175,175,107,25.1,0.7,8,0,21.07,78,1.54
2025-11-04 23:09:28.821637,Connaught Place,28.6315,77.2167,164,164,80,5.7,2.8,12.4,0,20.06,88,2.57
2025-11-04 23:09:29.331595,Karol Bagh,28.6517,77.1907,164,164,80,5.7,2.8,12.4,0,19.97,88,2.57
2025-11-04 23:09:29.843739,Chandni Chowk,28.6562,77.23,189,189,139,40.3,6.9,8.7,0,20.01,88,2.57
2025-11-04 23:09:30.369354,Dwarka,28.5921,77.046,158,158,104,32.9,1.4,8.7,0,20.1,88,2.57
2025-11-04 23:09:30.882739,Saket,28.5245,77.2066,120,120,75,1.9,0.3,4.2,0,19.98,88,2.57
2025-11-04 23:09:31.389621,Rohini,28.736,77.12,184,184,148,11.4,4.8,1.2,0,20.06,88,2.57
2025-11-04 23:09:31.896249,Lajpat Nagar,28.5672,77.2433,165,165,110,19.1,2.2,4.7,0,20.08,88,2.57
2025-11-04 23:09:32.411586,Mayur Vihar,28.6034,77.29,175,175,125,29.1,1.7,4.2,0,20.14,88,2.57
2025-11-04 23:09:32.926557,Vasant Kunj,28.527,77.15,120,120,75,1.9,0.3,4.2,0,19.72,88,2.57
2025-11-04 23:09:33.443757,Delhi University,28.6863,77.209,167,167,93,24.4,0.5,7.9,0,20.07,88,2.57
2025-11-05 00:48:11.504287,Connaught Place,28.6315,77.2167,175,175,91,4.7,4.6,9.4,0,19.06,94,1.54
2025-11-05 00:48:12.061175,Karol Bagh,28.6517,77.1907,175,175,91,4.7,4.6,9.4,0,18.97,94,1.54
2025-11-05 00:48:12.608564,Chandni Chowk,28.6562,77.23,192,192,130,31.6,8.3,7.3,0,19.01,94,1.54
2025-11-05 00:48:13.162387,Dwarka,28.5921,77.046,152,152,79,26,2.6,7.6,0,19.1,94,1.54
2025-11-05 00:48:13.712142,Saket,28.5245,77.2066,127,127,70,0.9,0.6,3.7,0,18.98,94,1.54
2025-11-05 00:48:14.257972,Rohini,28.736,77.12,164,164,102,10.9,4.3,1,0,19.06,94,1.54
2025-11-05 00:48:14.806529,Lajpat Nagar,28.5672,77.2433,192,192,127,17.8,2.5,2.8,0,19.08,94,1.54
2025-11-05 00:48:15.357867,Mayur Vihar,28.6034,77.29,200,200,156,30,2.1,4.2,0,19.14,94,1.54
2025-11-05 00:48:15.906309,Vasant Kunj,28.527,77.15,127,127,70,0.9,0.6,3.7,0,18.72,94,1.54
2025-11-05 00:48:16.450265,Delhi University,28.6863,77.209,177,177,112,25,0.9,8.8,0,19.07,94,1.54
2025-11-05 02:26:28.957995,Connaught Place,28.6315,77.2167,155,155,79,4,4.4,14.9,0,20.06,88,0
2025-11-05 02:26:29.467959,Karol Bagh,28.6517,77.1907,155,155,79,4,4.4,14.9,0,19.97,88,0
2025-11-05 02:26:29.980553,Chandni Chowk,28.6562,77.23,224,224,154,31.2,9.2,6.8,0,20.01,88,0
2025-11-05 02:26:30.494302,Dwarka,28.5921,77.046,177,177,105,24.8,3.5,7.4,0,20.1,88,0
2025-11-05 02:26:31.015361,Saket,28.5245,77.2066,139,139,79,1.4,0.5,2.2,0,19.98,88,0
2025-11-05 02:26:31.539312,Rohini,28.736,77.12,176,176,120,9.2,4.6,1.2,0,20.06,88,0
